"Cancer_type","CellType","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"Bladder","B_cells_naive",-0.271258631277275,0.129395798730667,-0.524869736540175,-0.0176475260143746,0.0360513265673358,0.0598063588250386,0.363128059997898,0.352501859769506
"Bladder","B_cells_memory",-0.0961295537130956,0.218637425157347,-0.524651032694068,0.332391925267876,0.660172035370884,0.236171630323305,0.269390684222163,0.93701837278448
"Bladder","Plasma_cells",-0.0189994948430641,0.162968250036047,-0.338411395537235,0.300412405851107,0.907189696099852,0.287199243026919,0.23978732916006,0.96745012591018
"Bladder","T_cells_CD8",-0.460509235197475,0.185277596201486,-0.823646650894543,-0.0973718195004074,0.0129366115248284,0.2815773989811,0.243094426374049,0.221441836775885
"Bladder","T_cells_CD4_naive",0.16711614648591,0.162273353238383,-0.150933781511866,0.485166074483686,0.303083510380795,0,0.56518039503873,0.713874639266839
"Bladder","T_cells_CD4_memory_resting",0.34274976948543,0.130611603636946,0.0867557303939965,0.598743808576864,0.00868551126028172,0,0.771021068544502,0.221441836775885
"Bladder","T_cells_CD4_memory_activated",-0.233700080794779,0.241855916708747,-0.707728966991843,0.240328805402285,0.333905030930518,0.657027721126841,0.0328498945989344,0.716674212728916
"Bladder","T_cells_follicular_helper",-0.364328903913464,0.149589956104141,-0.657519830326509,-0.0711379775004199,0.0148705195639611,0.303568803679764,0.230100145963431,0.221441836775885
"Bladder","T_cells_regulatory_.Tregs.",-0.00495261752277374,0.121368231159414,-0.242829979462557,0.23292474441701,0.96745012591018,0,0.420738574348855,0.96745012591018
"Bladder","T_cells_gamma_delta",-0.309904067556425,0.249330994949982,-0.798583837887927,0.178775702775076,0.213889056401035,0.425049256685763,0.156523471526455,0.672222748688966
"Bladder","NK_cells_resting",-0.165647020410381,0.203287000360823,-0.564082219642775,0.232788178822013,0.41516209604087,0,0.449917079717792,0.788674339340854
"Bladder","NK_cells_activated",-0.322410859612552,0.164275006841695,-0.644383956582345,-0.000437762642758799,0.0496893217046742,0.384328070945246,0.181357626138829,0.397514573637393
"Bladder","Monocytes",0.332273432104154,0.136737341205316,0.0642731679999698,0.600273696208339,0.0150983070529012,0,0.947891752907606,0.221441836775885
"Bladder","Macrophages_M0",0.166043692731326,0.164215080294832,-0.155811950364898,0.487899335827549,0.311951594829968,0.343811454988275,0.20596969093725,0.713874639266839
"Bladder","Macrophages_M1",-0.361622849471791,0.200172552708134,-0.75395384347318,0.0307081445295972,0.0708315949651075,0.591562292672539,0.0616760245915522,0.474940359399117
"Bladder","Macrophages_M2",-0.0611870897763635,0.148480179969629,-0.352202894934862,0.229828715382135,0.680273989077118,0.114246263134366,0.335723560066152,0.938380396188254
"Bladder","Dendritic_cells_resting",-0.1026276542821,0.25536385595665,-0.603131614910408,0.397876306346207,0.687766497915224,0.0692706060992809,0.358464387862077,0.938380396188254
"Bladder","Dendritic_cells_activated",0.0727647457357757,0.135393097637669,-0.19260084938937,0.338130340860921,0.590968415454092,0,0.439295909564323,0.908750963175568
"Bladder","Mast_cells_resting",-0.170427097853661,0.149845914290237,-0.464119693093,0.123265497385679,0.25539242645104,0,0.776121846155639,0.713874639266839
"Bladder","Mast_cells_activated",0.245809029388409,0.140851265427968,-0.0302543780272998,0.521872436804119,0.080955743079395,0,0.920062528298221,0.474940359399117
"Bladder","Eosinophils",0.125405848617217,0.129186673941121,-0.127795379589899,0.378607076824334,0.331680941731181,0.436896987047808,0.149320049804052,0.716674212728916
"Bladder","Neutrophils",0.13723389539592,0.133290142685139,-0.124009983761158,0.398477774552997,0.303203577704464,0,0.890512103297058,0.713874639266839
"Lung","B_cells_naive",0.150940998312251,0.114664422548262,-0.0737971401904239,0.375679136814926,0.18804932358866,0,0.81511348673924,0.672222748688966
"Lung","B_cells_memory",0.00558433531620482,0.110875038501294,-0.211726746930822,0.222895417563232,0.959830707578829,0,0.92868801630233,0.96745012591018
"Lung","Plasma_cells",-0.116890373400347,0.105736423012363,-0.32412995435867,0.0903492075579761,0.268948082341163,0.407196974959599,0.149842684491329,0.713874639266839
"Lung","T_cells_CD8",-0.194144817039147,0.0972980738894685,-0.384845537627622,-0.00344409645067184,0.0460034820509503,0,0.620059796495656,0.397514573637393
"Lung","T_cells_CD4_naive",0.246198334831519,0.154585175338748,-0.0567830413762356,0.549179711039274,0.111241263416066,0,0.962970548194729,0.527029450007869
"Lung","T_cells_CD4_memory_resting",0.0223299135512465,0.139362429218301,-0.250815428514636,0.295475255617129,0.872700624317483,0.373131085760106,0.172449774248363,0.96745012591018
"Lung","T_cells_CD4_memory_activated",-0.254541598473314,0.0978898121511495,-0.446402104742958,-0.0626810922036695,0.00931458441004001,0,0.483774505666455,0.221441836775885
"Lung","T_cells_follicular_helper",-0.0630733623122089,0.104645658198337,-0.268175083519437,0.142028358895019,0.546686510239054,0.063303385500441,0.370655630374938,0.859078801804228
"Lung","T_cells_regulatory_.Tregs.",-0.0950987902421453,0.13062731585765,-0.351123624720277,0.160926044235987,0.466603725174778,0,0.568121695562448,0.803590110298521
"Lung","T_cells_gamma_delta",-0.135991771411223,0.107452105184076,-0.346594027635022,0.0746104848125763,0.205655035704238,0,0.67089129954717,0.672222748688966
"Lung","NK_cells_resting",0.155728989835534,0.11409769341453,-0.0678983799760379,0.379356359647106,0.172292615043986,0,0.923299836813217,0.659206527124817
"Lung","NK_cells_activated",-0.224107263763514,0.101413715620108,-0.422874493917312,-0.0253400336097161,0.0271168309919947,0,0.866945925874089,0.305041757945995
"Lung","Monocytes",0.00486161939480709,0.111233751896623,-0.213152528187838,0.222875766977452,0.965138491084635,0.123475853620338,0.335086668980457,0.96745012591018
"Lung","Macrophages_M0",0.198792423306281,0.111892191016712,-0.0205122412377518,0.418097087850313,0.0756270764208516,0,0.726757925239753,0.474940359399117
"Lung","Macrophages_M1",-0.36003821705964,0.110099274856696,-0.575828830502741,-0.144247603616539,0.00107500570776021,0,0.443147627579544,0.0946005022828984
"Lung","Macrophages_M2",0.0250345474168989,0.104993653135255,-0.180749231333492,0.23081832616729,0.811540874828665,0,0.800529181917721,0.96745012591018
"Lung","Dendritic_cells_resting",-0.159575424434032,0.100908765048635,-0.357352969653771,0.0382021207857076,0.113790449433517,0,0.829940602577187,0.527029450007869
"Lung","Dendritic_cells_activated",0.0299914166277626,0.105163420493284,-0.176125100030116,0.236107933285641,0.775499595724141,0,0.970790506043179,0.96745012591018
"Lung","Mast_cells_resting",0.034871665552523,0.129230967442252,-0.218416376321559,0.288159707426605,0.787283459654151,0.267549574193438,0.243168220732078,0.96745012591018
"Lung","Mast_cells_activated",0.00605784007829129,0.101951998867943,-0.193764405854746,0.205880086011329,0.952618737336699,0,0.963933220651927,0.96745012591018
"Lung","Eosinophils",0.123228905681625,0.122732056676143,-0.117321505152143,0.363779316515393,0.315355361472444,0,0.9399990136894,0.713874639266839
"Lung","Neutrophils",0.0590410448839623,0.248481533137425,-0.427973810888688,0.546055900656612,0.812185629711669,0.353069194221645,0.18588928656714,0.96745012591018
"Melanoma","B_cells_naive",0.0585851227106448,0.114624013557249,-0.166073815624994,0.283244061046284,0.609276213947256,0,0.932583359464936,0.908750963175568
"Melanoma","B_cells_memory",-0.161779914240557,0.115117740642485,-0.387406539881452,0.0638467114003367,0.159919299162481,0,0.803956667177204,0.639677196649925
"Melanoma","Plasma_cells",-0.162398558185819,0.109931821788416,-0.37786096964599,0.0530638532743533,0.139604310259452,0,0.916232510955975,0.614258965141588
"Melanoma","T_cells_CD8",-0.213174403188154,0.125788555264549,-0.459715441173997,0.0333666347976881,0.090131533039376,0,0.702278097865601,0.495723431716568
"Melanoma","T_cells_CD4_naive",-0.115117963755478,0.127256349323336,-0.364535825233264,0.134299897722309,0.36566954701747,0.134618091483435,0.328444297242778,0.738129986845905
"Melanoma","T_cells_CD4_memory_resting",0.183421771576472,0.129417024447751,-0.0702309353274586,0.437074478480403,0.156397441810258,0,0.735226624665412,0.639677196649925
"Melanoma","T_cells_CD4_memory_activated",-0.00839000878765903,0.112165123615638,-0.228229611395793,0.211449593820475,0.940373433644405,0,0.900260340412807,0.96745012591018
"Melanoma","T_cells_follicular_helper",-0.104064722312808,0.131915618087883,-0.3626145827634,0.154485138137783,0.43018600327683,0,0.76594605899061,0.788674339340854
"Melanoma","T_cells_regulatory_.Tregs.",-0.0277701100133817,0.120298003799689,-0.263549864872834,0.20800964484607,0.817435754209058,0,0.732172962787624,0.96745012591018
"Melanoma","T_cells_gamma_delta",0.0128843731813077,0.122178214745302,-0.226580527414885,0.252349273777501,0.916014323973042,0,0.885205901136547,0.96745012591018
"Melanoma","NK_cells_resting",0.130819488952791,0.118258481081292,-0.100962874832954,0.362601852738535,0.26863280116883,0,0.620532962176057,0.713874639266839
"Melanoma","NK_cells_activated",-0.160372694950196,0.128476696859449,-0.412182393647387,0.0914370037469945,0.211934793772988,0.233777795722727,0.250776558106871,0.672222748688966
"Melanoma","Monocytes",0.09163738297857,0.116111772203966,-0.135937508722323,0.319212274679463,0.429985195432969,0,0.570672697808168,0.788674339340854
"Melanoma","Macrophages_M0",-0.0326966425821262,0.173016788659244,-0.371803317075022,0.306410031910769,0.850108809755888,0.435425397952665,0.100595145331928,0.96745012591018
"Melanoma","Macrophages_M1",-0.405658402811511,0.184300546259389,-0.766880835810972,-0.0444359698120512,0.0277310689041814,0.537131257697027,0.0436331080984881,0.305041757945995
"Melanoma","Macrophages_M2",0.143179852490577,0.125479431018785,-0.102755313106819,0.389115018087973,0.253843983993666,0.171609656680035,0.298961586959262,0.713874639266839
"Melanoma","Dendritic_cells_resting",-0.0611741488754009,0.116471402964342,-0.289453903914364,0.167105606163562,0.599424064856048,0,0.560344702381607,0.908750963175568
"Melanoma","Dendritic_cells_activated",-0.128439831784536,0.150466350627837,-0.423348459900273,0.166468796331201,0.393320194150678,0,0.548531956638224,0.769159490783549
"Melanoma","Mast_cells_resting",0.0911493287110592,0.130229145674259,-0.164095106547909,0.346393763970028,0.483980407338882,0,0.459352496530967,0.803590110298521
"Melanoma","Mast_cells_activated",-0.00811026114511642,0.114782192201184,-0.233079223925991,0.216858701635758,0.943670080078089,0,0.807401975639062,0.96745012591018
"Melanoma","Eosinophils",0.110681473465829,0.15325804938853,-0.18969878367655,0.411061730608209,0.470177499039327,0,0.862413522363784,0.803590110298521
"Melanoma","Neutrophils",0.247759688998703,0.151243022937251,-0.0486711888712747,0.54419056686868,0.10138912315273,0,0.760031965291182,0.524837813967071
"Other","B_cells_naive",-0.0860715805133679,0.18093131775873,-0.440690446995851,0.268547285969116,0.634278068327651,0,0.697375520975475,0.915998888308529
"Other","B_cells_memory",-0.106284360579066,0.32487353045467,-0.743024779800596,0.530456058642463,0.743549814732239,0,0.855538788928164,0.96745012591018
"Other","Plasma_cells",-0.0661121066543003,0.263569308513547,-0.582698458770979,0.450474245462379,0.801942562875133,0.44843856568275,0.123148814807495,0.96745012591018
"Other","T_cells_CD8",-0.261565207797162,0.384009603555702,-1.01421020048384,0.491079784889517,0.495781415507416,0.38710739131679,0.16313275083121,0.807940084530603
"Other","T_cells_CD4_naive",-0.208749919515112,0.232402406599226,-0.664250266370029,0.246750427339804,0.369064993422953,0,0.833999808896332,0.738129986845905
"Other","T_cells_CD4_memory_resting",0.357837311695538,0.357147173524747,-0.342158285593243,1.05783290898432,0.316376260584167,0.6284038436252,0.029343736381685,0.713874639266839
"Other","T_cells_CD4_memory_activated",-0.2682464087452,0.214397544513184,-0.688457874364864,0.151965056874464,0.210874786741239,0.177369361709838,0.302211204256096,0.672222748688966
"Other","T_cells_follicular_helper",-0.256762442712572,0.244581147449468,-0.736132683011009,0.222607797585866,0.293807905294926,0.0211723992770207,0.394423062826675,0.713874639266839
"Other","T_cells_regulatory_.Tregs.",0.448857251947461,0.245249081428721,-0.0318221148943632,0.929536618789284,0.0672185853247523,0,0.938673478528055,0.474940359399117
"Other","T_cells_gamma_delta",-0.107743499036378,0.273029639072897,-0.642871758331226,0.427384760258469,0.693121883548142,0.288837901240436,0.22899248227522,0.938380396188254
"Other","NK_cells_resting",-0.0798783764003196,0.21315358471941,-0.49765172562597,0.337894972825331,0.707849646229614,0,0.486396202028827,0.943799528306153
"Other","NK_cells_activated",-0.0358834348051631,0.193535607413521,-0.415206255061748,0.343439385451421,0.852907474314535,0,0.586717340932552,0.96745012591018
"Other","Monocytes",0.161634091792461,0.17936598609974,-0.189916781014541,0.513184964599464,0.367513214532888,0,0.836074440152053,0.738129986845905
"Other","Macrophages_M0",0.257942316946596,0.218962038494559,-0.171215392484213,0.687100026377405,0.238787438013717,0,0.707130304415106,0.713874639266839
"Other","Macrophages_M1",-0.0904775073945059,0.19057284814859,-0.463993426196963,0.283038411407952,0.63495377485023,0.305100518308933,0.218107956571323,0.915998888308529
"Other","Macrophages_M2",0.126494385903552,0.180530591886569,-0.227339072301821,0.480327844108926,0.483502011380257,0,0.985677489874811,0.803590110298521
"Other","Dendritic_cells_resting",0.174958241718285,0.235746736120764,-0.28709687055128,0.637013353987851,0.457999538498866,0.225515604221488,0.27080927093195,0.803590110298521
"Other","Dendritic_cells_activated",-0.0247836372926214,0.234462699135134,-0.484322083315534,0.434754808730291,0.91581723318151,0,0.870222064507077,0.96745012591018
"Other","Mast_cells_resting",-0.0147656675635602,0.217534640569025,-0.441125728468716,0.411594393341595,0.945883296217244,0,0.897911864489986,0.96745012591018
"Other","Mast_cells_activated",-0.138201765825026,0.216200058174953,-0.561946093303398,0.285542561653346,0.52267270894774,0.296779410626683,0.22368213610972,0.836276334316384
"Other","Eosinophils",-0.0313836417535537,0.203323236332588,-0.429889862185551,0.367122578678444,0.877331060036837,0,0.867135853723799,0.96745012591018
"Other","Neutrophils",-0.0168641271048327,0.214612316087704,-0.437496537275459,0.403768283065794,0.937367098880949,0,0.637828703833039,0.96745012591018
